Blocks,Trials,answer,RT,Cue,cor_answer,stim_left,stim_right
8,5,4,2.5813840088749203,False,4,['5' '5' '5' '5' '5' '5' '5' '5' '5'],['9' '9' '' '9' '9' '' '' '9' '']
8,6,1,1.4768444462824846,True,1,['9' '9' '' '9' '9' '' '' '9' ''],['2' '2' '2' '2' '2' '2' '2' '2' '2']
8,7,5,1.1042913483552184,True,5,['2' '2' '2' '2' '2' '2' '2' '2' '2'],['3' '3' '3' '3' '3' '' '' '' '3']
8,8,7,1.66840569850865,True,7,['3' '3' '3' '3' '3' '' '' '' '3'],['' '4' '' '' '' '' '' '' '']
8,9,1,1.0332300639529421,True,1,['' '4' '' '' '' '' '' '' ''],['' '7' '' '' '' '7' '7' '' '7']
8,10,0,3.0813729005212736,False,0,['' '7' '' '' '' '7' '7' '' '7'],['' '2' '' '' '2' '2' '2' '2' '2']
8,11,9,1.044168727456963,True,9,['' '2' '' '' '2' '2' '2' '2' '2'],['' '' '' '' '' '7' '' '' '7']
8,12,3,1.1461560501456916,True,3,['' '' '' '' '' '7' '' '' '7'],['6' '6' '6' '6' '6' '6' '6' '6' '6']
8,13,2,1.9881604107486055,False,2,['6' '6' '6' '6' '6' '6' '6' '6' '6'],['' '' '4' '' '' '' '' '4' '4']
9,1,7,3.6818828122359264,False,7,['4' '4' '4' '4' '4' '4' '' '4' '4'],['8' '8' '8' '8' '8' '8' '8' '8' '8']
9,2,6,2.6915953433781397,False,6,['8' '8' '8' '8' '8' '8' '8' '8' '8'],['4' '4' '4' '4' '4' '' '' '4' '4']
9,3,2,1.253597957288548,True,2,['4' '4' '4' '4' '4' '' '' '4' '4'],['' '' '' '' '' '8' '8' '8' '']
9,4,5,1.8920934572570332,False,5,['' '' '' '' '' '8' '8' '8' ''],['' '' '' '' '' '' '2' '' '2']
9,5,3,1.129805320365449,True,3,['' '' '' '' '' '' '2' '' '2'],['' '1' '' '' '' '' '' '' '']
9,6,7,3.133163107397195,False,7,['' '1' '' '' '' '' '' '' ''],['6' '6' '6' '' '' '6' '6' '6' '']
9,7,2,1.037989035672581,True,2,['6' '6' '6' '' '' '6' '6' '6' ''],['6' '' '6' '6' '' '6' '6' '6' '6']
9,8,0,1.2529850826313123,True,0,['6' '' '6' '6' '' '6' '6' '6' '6'],['4' '' '' '' '' '4' '' '4' '']
9,9,8,2.4836986832387993,False,8,['4' '' '' '' '' '4' '' '4' ''],['' '3' '' '' '' '3' '3' '3' '3']
9,10,7,2.758242781102126,False,7,['' '3' '' '' '' '3' '3' '3' '3'],['' '' '' '' '6' '' '' '' '6']
9,11,0,1.095730255477065,True,0,['' '' '' '' '6' '' '' '' '6'],['' '' '' '4' '' '' '' '' '4']
9,12,1,1.0445077237527585,True,1,['' '' '' '4' '' '' '' '' '4'],['' '' '7' '' '7' '' '' '' '7']
9,13,8,0.9390921334470477,True,8,['' '' '7' '' '7' '' '' '' '7'],['' '1' '1' '' '1' '' '' '' '1']
10,1,1,2.39099411333882,False,1,['' '6' '' '' '6' '' '' '' '6'],['3' '3' '3' '3' '3' '3' '' '3' '3']
10,2,4,0.9190982468726361,True,4,['3' '3' '3' '3' '3' '3' '' '3' '3'],['1' '' '1' '' '1' '1' '1' '' '']
10,3,7,1.2598527262198331,True,7,['1' '' '1' '' '1' '1' '1' '' ''],['' '6' '' '' '' '' '' '' '']
10,4,4,2.2737044595824045,False,4,['' '6' '' '' '' '' '' '' ''],['' '2' '' '' '' '2' '' '2' '']
10,5,9,1.0541126187827103,True,9,['' '2' '' '' '' '2' '' '2' ''],['7' '' '7' '7' '' '7' '' '7' '']
10,6,8,0.9636833460499474,True,8,['7' '' '7' '7' '' '7' '' '7' ''],['' '1' '1' '' '1' '' '1' '1' '']
10,7,6,1.950060674591441,False,6,['' '1' '1' '' '1' '' '1' '1' ''],['' '5' '' '' '' '' '' '' '']
10,8,3,1.2386932286544834,True,3,['' '5' '' '' '' '' '' '' ''],['' '8' '' '' '8' '' '' '8' '8']
10,9,0,3.077217993386512,False,0,['' '8' '' '' '8' '' '' '8' '8'],['' '7' '' '7' '7' '7' '7' '7' '']
10,10,4,2.663448691665508,False,4,['' '7' '' '7' '7' '7' '7' '7' ''],['6' '' '6' '6' '6' '6' '6' '6' '6']
10,11,4,1.034811663617802,True,4,['6' '' '6' '6' '6' '6' '6' '6' '6'],['' '' '8' '8' '8' '8' '8' '8' '8']
10,12,9,2.1609631018809523,False,9,['' '' '8' '8' '8' '8' '8' '8' '8'],['' '' '' '' '' '4' '' '4' '']
10,13,8,1.0736652356044942,True,8,['' '' '' '' '' '4' '' '4' ''],['4' '' '' '' '4' '4' '4' '4' '4']
10,14,3,1.1503182351661962,True,3,['4' '' '' '' '4' '4' '4' '4' '4'],['9' '9' '9' '9' '9' '9' '9' '9' '9']
10,15,5,2.486902485513383,False,5,['9' '9' '9' '9' '9' '9' '9' '9' '9'],['' '' '' '6' '6' '6' '6' '6' '6']
