Blocks,Trials,answer,RT,Cue,cor_answer,stim_left,stim_right
9,4,2,1.809127465671736,True,2,['5' '' '' '5' '' '' '' '5' ''],['7' '7' '' '7' '7' '7' '' '7' '7']
9,5,9,1.65756126448332,True,9,['7' '7' '' '7' '7' '7' '' '7' '7'],['' '2' '2' '' '' '' '' '' '']
9,6,4,2.0404378529774476,True,4,['' '2' '2' '' '' '' '' '' ''],['2' '2' '2' '2' '2' '2' '2' '2' '2']
9,7,1,1.0691514137488412,False,1,['2' '2' '2' '2' '2' '2' '2' '2' '2'],['' '9' '9' '' '' '' '' '' '']
9,8,0,2.5857120530995417,True,0,['' '9' '9' '' '' '' '' '' ''],['1' '1' '1' '1' '1' '' '1' '1' '1']
9,9,5,1.5033627666389293,True,5,['1' '1' '1' '1' '1' '' '1' '1' '1'],['4' '4' '4' '4' '4' '4' '4' '4' '4']
9,10,8,1.5314898829715275,False,8,['4' '4' '4' '4' '4' '4' '4' '4' '4'],['4' '4' '4' '4' '4' '4' '4' '4' '4']
9,11,8,1.2129643674675208,False,8,['4' '4' '4' '4' '4' '4' '4' '4' '4'],['8' '8' '8' '8' '8' '8' '8' '8' '8']
9,12,0,1.0609542151987625,False,0,['8' '8' '8' '8' '8' '8' '8' '8' '8'],['1' '' '' '' '' '' '' '' '']
9,13,4,0.9869208717532274,False,4,['1' '' '' '' '' '' '' '' ''],['' '' '5' '5' '' '5' '' '' '']
9,14,5,1.6758375698291275,False,5,['' '' '5' '5' '' '5' '' '' ''],['' '' '2' '' '' '' '' '' '2']
9,15,8,0.905223147662582,True,8,['' '' '2' '' '' '' '' '' '2'],['6' '' '' '6' '6' '6' '6' '6' '6']
10,1,5,1.0380350012715098,True,5,['3' '3' '3' '3' '3' '' '3' '3' '3'],['2' '' '' '2' '2' '2' '2' '2' '2']
10,2,7,1.6687994704761877,True,7,['2' '' '' '2' '2' '2' '2' '2' '2'],['' '' '5' '' '' '5' '5' '' '5']
10,3,5,5.425527685080397,False,5,['' '' '5' '' '' '5' '5' '' '5'],['' '' '' '' '' '' '' '' '6']
10,4,7,2.387637475446354,False,6,['' '' '' '' '' '' '' '' '6'],['2' '' '' '' '' '2' '2' '2' '2']
10,5,1,2.8026597227967613,True,1,['2' '' '' '' '' '2' '2' '2' '2'],['' '' '9' '' '' '9' '9' '' '9']
10,6,5,2.9527117405336867,True,5,['' '' '9' '' '' '9' '9' '' '9'],['6' '' '6' '' '' '' '' '' '']
10,7,9,2.073869782521797,False,9,['6' '' '6' '' '' '' '' '' ''],['1' '1' '1' '1' '' '' '1' '1' '1']
10,8,1,3.669358335554989,False,1,['1' '1' '1' '1' '' '' '1' '1' '1'],['' '' '' '9' '9' '' '' '9' '9']
10,9,2,0.8890114638202249,True,2,['' '' '' '9' '9' '' '' '9' '9'],['3' '' '3' '3' '3' '' '3' '' '']
10,10,4,2.589915990206464,False,4,['3' '' '3' '3' '3' '' '3' '' ''],['7' '7' '7' '7' '7' '7' '7' '7' '7']
10,11,1,1.8680457878654124,True,1,['7' '7' '7' '7' '7' '7' '7' '7' '7'],['4' '4' '4' '' '4' '' '4' '4' '4']
10,12,2,1.4958439437259585,True,2,['4' '4' '4' '' '4' '' '4' '4' '4'],['' '8' '8' '8' '8' '' '8' '8' '']
10,13,0,0.6753399922163226,True,0,['' '8' '8' '8' '8' '' '8' '8' ''],['2' '2' '' '2' '2' '' '2' '2' '2']
