Experiment_Start,1
Pre_Resting_EO,21
Pre_Resting_EC,22
Pre_Resting_Sub,23
Prac_ten_Inst,31
Prac_ten_Start,32
Prac_ten_Stim,33
Prac_ten_Resp,34
Prac_ten_Redo,35
Prac_ten_Fin,36
Demo_Inst,41
Demo_Start,42
Demo_Fin,43
Kraeperin_Start,51
Kraeperin_CountFixation,52
Kraeperin_Cue,53
Kraeperin_Stim,54
Kraeperin_Resp,55
Kraeperin_Fin,56
Post_Resting_EO,61
Post_Resting_EC,62
Post_Resting_Sub,63
