trials,all,accuracy,RT
1,21,0.38095238095238093,0.03687757199804764,0.2002617719990667,0.4086676539882319,1.6699728749954375,0.8829213120043278,2.7977469979960006,1.8241884500021115,4.184076973993797,0.581542227009777,0.27855292000458576,1.280183519993443,0.7318420800002059,0.7315951299970038,2.0914346679928713,1.9422084279940464,2.002954209005111,0.527858096989803,0.6068264509958681,2.030624639010057,2.0502651930000866,0.9811351209937129
2,24,0.20833333333333334,1.0199254160106648,0.5873532039986458,0.4530576029937947,0.6723095679917606,0.44408634200226516,0.5209243620047346,0.9960836980026215,0.616988036010298,0.8719151160039473,1.151189908006927,0.6931983969989233,0.8073518419987522,1.455497215007199,3.1047911869973177,0.8637001840106677,0.874922905000858,0.37435722700320184,0.4210111550055444,0.2503503509942675,1.5262381880020257,0.5507197029946838,0.40650043200002983,1.4818878660007613,2.679229113011388
